report_year,division,category,subtype,count,count_
2018,D42,Crimes Against Property,Fraud,93,93
2023,D41,Crimes Against Property,Theft Under $5000,530,530
2018,D22,Crimes Against Property,Break & Enter-Apartment,10,10
2017,D41,Crimes Against Property,Theft Over $5000,3,3
2018,D55,Crimes Against Property,Theft Under $5000,1,1
2021,D55,Crimes Against Property,Break & Enter-Commercial,18,18
2018,D12,Crimes Against Property,Theft Under $5000,86,86
2020,D14,Crimes Against Property,Break & Enter-Commercial,40,40
2018,D43,Crimes Against Property,Other,29,29
2017,D14,Crimes Against Property,Break & Enter-Apartment,30,30
2022,D55,Crimes Against Property,Auto Theft,55,55
2022,D22,Crimes Against Property,Fraud,39,39
2016,D42,Crimes Against Property,Other,71,71
2016,D53,Crimes Against Property,Break & Enter-Commercial,15,15
2023,D42,Crimes Against Property,Break & Enter-Commercial,8,8
2017,D41,Crimes Against Property,Theft Under $5000,106,106
2016,D11,Crimes Against Property,Auto Theft,16,16
2021,D42,Crimes Against Property,Other,30,30
2015,D32,Crimes Against Property,Other,57,57
2018,D14,Crimes Against Property,Theft Over $5000,5,5
2023,D42,Crimes Against Property,Break & Enter-Apartment,6,6
2016,D23,Crimes Against Property,Other,217,217
2020,D14,Crimes Against Property,Break & Enter-House,5,5
2018,D13,Crimes Against Property,Other,1,1
2020,D52,Crimes Against Property,Theft Over $5000,7,7
2022,D33,Crimes Against Property,Auto Theft,21,21
2019,D43,Crimes Against Property,Fraud,18,18
2022,D14,Crimes Against Property,Break & Enter-Commercial,8,8
2014,D12,Crimes Against Property,Other,94,94
2017,D55,Crimes Against Property,Break & Enter-House,13,13
2020,D53,Crimes Against Property,Theft Over $5000,4,4
2018,D23,Crimes Against Property,Auto Theft,44,44
2023,D12,Crimes Against Property,Break & Enter-Apartment,1,1
2022,D23,Crimes Against Property,Theft Under $5000,69,69
2017,D41,Crimes Against Property,Other,157,157
2020,D33,Crimes Against Property,Fraud,29,29
2023,D32,Crimes Against Property,Break & Enter-Commercial,33,33
2019,D43,Crimes Against Property,Theft Under $5000,14,14
2023,D41,Crimes Against Property,Fraud,144,144
2021,D53,Crimes Against Property,Break & Enter-Apartment,16,16
2015,D55,Crimes Against Property,Break & Enter-Apartment,9,9
2023,D12,Crimes Against Property,Break & Enter-Other,6,6
2017,D23,Crimes Against Property,Other,2,2
2023,D22,Crimes Against Property,Theft Under $5000,166,166
2015,D53,Crimes Against Property,Other,5,5
2016,D31,Crimes Against Property,Other,28,28
2014,D51,Crimes Against Property,Break & Enter-Other,10,10
2022,D33,Crimes Against Property,Break & Enter-Commercial,6,6
2017,D43,Crimes Against Property,Break & Enter-Apartment,11,11
2016,D11,Crimes Against Property,Break & Enter-Commercial,7,7
2016,D43,Crimes Against Property,Fraud,2,2
2020,D32,Crimes Against Property,Break & Enter-Apartment,8,8
2020,D14,Crimes Against Property,Break & Enter-House,2,2
2018,D43,Crimes Against Property,Break & Enter-House,5,5
2023,D14,Crimes Against Property,Fraud,62,62
2019,D23,Crimes Against Property,Auto Theft,19,19
2017,D52,Crimes Against Property,Other,6,6
2022,D23,Crimes Against Property,Theft Under $5000,14,14
2023,D41,Crimes Against Property,Theft Under $5000,34,34
2023,D55,Crimes Against Property,Other,90,90
2019,D31,Crimes Against Property,Theft Under $5000,40,40
2014,D31,Crimes Against Property,Other,51,51
2014,D32,Crimes Against Property,Break & Enter-Other,3,3
2018,D32,Crimes Against Property,Break & Enter-House,51,51
2016,D33,Crimes Against Property,Theft Under $5000,73,73
2018,D12,Crimes Against Property,Break & Enter-Apartment,4,4
2018,D41,Crimes Against Property,Fraud,57,57
2015,D31,Crimes Against Property,Break & Enter-Commercial,7,7
2018,D14,Crimes Against Property,Break & Enter-Apartment,30,30
2022,D14,Crimes Against Property,Break & Enter-Commercial,2,2
2021,D12,Crimes Against Property,Theft Under $5000,66,66
2018,D42,Crimes Against Property,Theft Under $5000,484,484
2019,D33,Crimes Against Property,Theft Under $5000,132,132
2016,D55,Crimes Against Property,Auto Theft,7,7
2014,D52,Crimes Against Property,Break & Enter-Apartment,9,9
2019,D53,Crimes Against Property,Break & Enter-Commercial,2,2
2015,D13,Crimes Against Property,Break & Enter-Commercial,10,10
2014,D13,Crimes Against Property,Break & Enter-Apartment,10,10
2019,D55,Crimes Against Property,Theft Under $5000,385,385
2021,D53,Crimes Against Property,Theft Over $5000,30,30
2022,D12,Crimes Against Property,Break & Enter-Apartment,3,3
2016,D41,Crimes Against Property,Break & Enter-Other,2,2
2014,D41,Crimes Against Property,Theft Under $5000,1,1
2020,D22,Crimes Against Property,Theft Over $5000,5,5
2020,D41,Crimes Against Property,Fraud,9,9
2014,D55,Crimes Against Property,Auto Theft,23,23
2020,D11,Crimes Against Property,Theft Over $5000,4,4
2020,D13,Crimes Against Property,Theft Over $5000,8,8
2020,D12,Crimes Against Property,Break & Enter-Apartment,7,7
2018,D42,Crimes Against Property,Fraud,37,37
2014,D43,Crimes Against Property,Fraud,6,6
2014,D51,Crimes Against Property,Theft Under $5000,738,738
2015,D22,Crimes Against Property,Theft Under $5000,184,184
2018,D42,Crimes Against Property,Break & Enter-House,15,15
2020,D33,Crimes Against Property,Break & Enter-Apartment,4,4
2023,D55,Crimes Against Property,Break & Enter-Apartment,22,22
2014,D53,Crimes Against Property,Break & Enter-Other,1,1
2019,D22,Crimes Against Property,Break & Enter-Other,2,2
2022,D43,Crimes Against Property,Auto Theft,24,24
2018,D42,Crimes Against Property,Break & Enter-Commercial,10,10
2021,D53,Crimes Against Property,Break & Enter-House,10,10
2017,D55,Crimes Against Property,Break & Enter-Apartment,6,6
2020,D53,Crimes Against Property,Break & Enter-House,31,31
2017,D55,Crimes Against Property,Break & Enter-Apartment,19,19
2017,D41,Crimes Against Property,Break & Enter-House,5,5
2018,D42,Crimes Against Property,Auto Theft,47,47
2015,D52,Crimes Against Property,Fraud,9,9
2018,D43,Crimes Against Property,Theft Under $5000,65,65
2018,D11,Crimes Against Property,Auto Theft,25,25
2014,D52,Crimes Against Property,Fraud,2,2
2019,D32,Crimes Against Property,Theft Over $5000,13,13
2023,D51,Crimes Against Property,Theft Under $5000,1295,1295
2016,D53,Crimes Against Property,Break & Enter-Commercial,16,16
2017,D55,Crimes Against Property,Other,4,4
2016,D33,Crimes Against Property,Auto Theft,1,1
2018,D55,Crimes Against Property,Fraud,49,49
2015,D31,Crimes Against Property,Break & Enter-Apartment,23,23
2015,D52,Crimes Against Property,Theft Over $5000,9,9
2019,D32,Crimes Against Property,Other,38,38
2015,D41,Crimes Against Property,Break & Enter-Apartment,23,23
2018,D43,Crimes Against Property,Fraud,101,101
2019,D51,Crimes Against Property,Fraud,269,269
2015,D14,Crimes Against Property,Break & Enter-Apartment,13,13
2021,D55,Crimes Against Property,Break & Enter-House,1,1
2021,D23,Crimes Against Property,Break & Enter-Apartment,5,5
2021,D55,Crimes Against Property,Other,64,64
2020,D43,Crimes Against Property,Break & Enter-Commercial,14,14
2016,D53,Crimes Against Property,Break & Enter-Commercial,11,11
2022,D23,Crimes Against Property,Break & Enter-Apartment,3,3
2020,D32,Crimes Against Property,Break & Enter-Apartment,1,1
2018,D41,Crimes Against Property,Auto Theft,18,18
2019,D13,Crimes Against Property,Break & Enter-Commercial,20,20
2017,D51,Crimes Against Property,Theft Under $5000,1632,1632
2019,D43,Crimes Against Property,Theft Under $5000,335,335
2023,D13,Crimes Against Property,Other,80,80
2018,D33,Crimes Against Property,Break & Enter-Commercial,10,10
2016,D11,Crimes Against Property,Fraud,1,1
2014,D33,Crimes Against Property,Other,53,53
2015,D53,Crimes Against Property,Break & Enter-Commercial,8,8
2017,D55,Crimes Against Property,Other,85,85
2015,D12,Crimes Against Property,Other,67,67
2019,D55,Crimes Against Property,Other,55,55
2016,D42,Crimes Against Property,Fraud,58,58
2015,D14,Crimes Against Property,Other,35,35
2023,D33,Crimes Against Property,Other,52,52
2019,D53,Crimes Against Property,Auto Theft,11,11
2021,D51,Crimes Against Property,Theft Over $5000,16,16
2014,D33,Crimes Against Property,Theft Under $5000,266,266
2023,D23,Crimes Against Property,Other,64,64
2021,D52,Crimes Against Property,Fraud,26,26
2020,D53,Crimes Against Property,Other,120,120
2019,D43,Crimes Against Property,Other,55,55
2023,D11,Crimes Against Property,Theft Over $5000,7,7
2016,D12,Crimes Against Property,Theft Under $5000,38,38
2016,D43,Crimes Against Property,Theft Under $5000,2,2
2017,D32,Crimes Against Property,Fraud,14,14
2017,D14,Crimes Against Property,Break & Enter-Commercial,13,13
2016,D55,Crimes Against Property,Break & Enter-House,25,25
2019,D23,Crimes Against Property,Auto Theft,52,52
2016,D41,Crimes Against Property,Break & Enter-House,35,35
2021,D55,Crimes Against Property,Theft Over $5000,5,5
2015,D42,Crimes Against Property,Other,84,84
2016,D32,Crimes Against Property,Break & Enter-House,34,34
2018,D32,Crimes Against Property,Theft Under $5000,76,76
2021,D51,Crimes Against Property,Fraud,106,106
2014,D55,Crimes Against Property,Other,62,62
2017,D14,Crimes Against Property,Theft Under $5000,332,332
2020,D55,Crimes Against Property,Break & Enter-Commercial,6,6
2018,D42,Crimes Against Property,Fraud,70,70
2015,D33,Crimes Against Property,Theft Under $5000,2,2
2015,D41,Crimes Against Property,Theft Under $5000,34,34
2015,D22,Crimes Against Property,Break & Enter-Commercial,2,2
2022,D23,Crimes Against Property,Theft Under $5000,938,938
2017,D13,Crimes Against Property,Break & Enter-Commercial,4,4
2014,D32,Crimes Against Property,Break & Enter-Commercial,8,8
2023,D32,Crimes Against Property,Break & Enter-Commercial,17,17
2015,D22,Crimes Against Property,Theft Over $5000,39,39
2019,D32,Crimes Against Property,Fraud,24,24
2015,D31,Crimes Against Property,Theft Under $5000,310,310
2015,D33,Crimes Against Property,Fraud,74,74
2017,D11,Crimes Against Property,Other,73,73
2015,D55,Crimes Against Property,Theft Under $5000,133,133
2021,D32,Crimes Against Property,Other,64,64
2017,D52,Crimes Against Property,Other,84,84
2021,D31,Crimes Against Property,Break & Enter-Apartment,4,4
2022,D14,Crimes Against Property,Fraud,98,98
2019,D32,Crimes Against Property,Break & Enter-Apartment,2,2
2020,D32,Crimes Against Property,Fraud,69,69
2018,D31,Crimes Against Property,Auto Theft,43,43
2017,D13,Crimes Against Property,Break & Enter-Other,2,2
2023,D32,Crimes Against Property,Theft Over $5000,18,18
2014,D23,Crimes Against Property,Other,15,15
2018,D51,Crimes Against Property,Theft Over $5000,21,21
2019,D31,Crimes Against Property,Break & Enter-House,7,7
2023,D52,Crimes Against Property,Other,4,4
2021,D53,Crimes Against Property,Break & Enter-House,11,11
2016,D22,Crimes Against Property,Break & Enter-Commercial,6,6
2019,D14,Crimes Against Property,Theft Over $5000,14,14
2023,D11,Crimes Against Property,Fraud,114,114
2022,D13,Crimes Against Property,Fraud,13,13
2023,D31,Crimes Against Property,Break & Enter-Commercial,12,12
2023,D12,Crimes Against Property,Break & Enter-House,6,6
2021,D32,Crimes Against Property,Break & Enter-House,4,4
2020,D42,Crimes Against Property,Theft Under $5000,151,151
2023,D14,Crimes Against Property,Break & Enter-Other,3,3
2022,D43,Crimes Against Property,Fraud,58,58
2014,D13,Crimes Against Property,Break & Enter-House,12,12
2022,D51,Crimes Against Property,Theft Under $5000,382,382
2020,D55,Crimes Against Property,Break & Enter-Commercial,68,68
2022,D11,Crimes Against Property,Break & Enter-House,2,2
2021,D11,Crimes Against Property,Break & Enter-House,10,10
2022,D13,Crimes Against Property,Other,59,59
2017,D41,Crimes Against Property,Break & Enter-Apartment,4,4
2020,D51,Crimes Against Property,Other,18,18
2016,D55,Crimes Against Property,Theft Under $5000,1,1
2022,D14,Crimes Against Property,Fraud,43,43
2020,D11,Crimes Against Property,Auto Theft,11,11
2019,D12,Crimes Against Property,Break & Enter-Commercial,4,4
2017,D13,Crimes Against Property,Theft Under $5000,44,44
2023,D41,Crimes Against Property,Fraud,32,32
2016,D55,Crimes Against Property,Break & Enter-Other,2,2
2014,D14,Crimes Against Property,Theft Over $5000,7,7
2023,D32,Crimes Against Property,Break & Enter-Apartment,14,14
2022,D52,Crimes Against Property,Other,155,155
2018,D43,Crimes Against Property,Fraud,45,45
2020,D32,Crimes Against Property,Break & Enter-Commercial,7,7
2016,D51,Crimes Against Property,Other,104,104
2017,D43,Crimes Against Property,Break & Enter-Apartment,2,2
2014,D55,Crimes Against Property,Auto Theft,7,7
2014,D14,Crimes Against Property,Break & Enter-House,22,22
2019,D43,Crimes Against Property,Break & Enter-Apartment,14,14
2015,D41,Crimes Against Property,Break & Enter-Apartment,16,16
2015,D22,Crimes Against Property,Break & Enter-Commercial,8,8
2020,D14,Crimes Against Property,Break & Enter-Other,4,4
2022,D42,Crimes Against Property,Fraud,63,63
2014,D42,Crimes Against Property,Break & Enter-Commercial,18,18
2016,D51,Crimes Against Property,Break & Enter-House,16,16
2020,D32,Crimes Against Property,Other,40,40
2018,D22,Crimes Against Property,Other,34,34
2017,D55,Crimes Against Property,Other,66,66
2022,D55,Crimes Against Property,Auto Theft,22,22
2015,D33,Crimes Against Property,Auto Theft,10,10
2014,D32,Crimes Against Property,Theft Under $5000,289,289
2014,D51,Crimes Against Property,Break & Enter-Commercial,71,71
2017,D22,Crimes Against Property,Theft Over $5000,9,9
2019,D23,Crimes Against Property,Other,45,45
2018,D33,Crimes Against Property,Auto Theft,30,30
2023,D52,Crimes Against Property,Break & Enter-Commercial,69,69
2014,D51,Crimes Against Property,Fraud,30,30
2021,D53,Crimes Against Property,Theft Under $5000,31,31
2016,D14,Crimes Against Property,Break & Enter-Commercial,21,21
2021,D53,Crimes Against Property,Fraud,30,30
2022,D23,Crimes Against Property,Fraud,239,239
2023,D11,Crimes Against Property,Break & Enter-Commercial,20,20
2019,D33,Crimes Against Property,Break & Enter-Apartment,1,1
2016,D53,Crimes Against Property,Break & Enter-Other,1,1
2014,D13,Crimes Against Property,Other,56,56
2017,D53,Crimes Against Property,Break & Enter-Apartment,16,16
2015,D12,Crimes Against Property,Break & Enter-House,15,15
2018,D11,Crimes Against Property,Other,98,98
2021,D33,Crimes Against Property,Break & Enter-Commercial,3,3
2015,D53,Crimes Against Property,Break & Enter-Apartment,7,7
2023,D43,Crimes Against Property,Fraud,40,40
2015,D55,Crimes Against Property,Auto Theft,10,10
2021,D12,Crimes Against Property,Break & Enter-Apartment,15,15
2021,D31,Crimes Against Property,Fraud,60,60
2018,D32,Crimes Against Property,Break & Enter-Other,6,6
2016,D52,Crimes Against Property,Break & Enter-Apartment,19,19
2019,D55,Crimes Against Property,Break & Enter-House,9,9
2014,D43,Crimes Against Property,Fraud,34,34
2018,D33,Crimes Against Property,Other,88,88
2021,D22,Crimes Against Property,Theft Under $5000,70,70
2023,D55,Crimes Against Property,Break & Enter-House,7,7
2014,D31,Crimes Against Property,Break & Enter-Commercial,20,20
2019,D32,Crimes Against Property,Auto Theft,25,25
2015,D13,Crimes Against Property,Break & Enter-Other,3,3
2014,D51,Crimes Against Property,Other,245,245
2018,D53,Crimes Against Property,Other,36,36
2017,D41,Crimes Against Property,Break & Enter-House,6,6
2017,D51,Crimes Against Property,Break & Enter-Other,9,9
2014,D22,Crimes Against Property,Fraud,155,155
2016,D33,Crimes Against Property,Other,29,29
2014,D11,Crimes Against Property,Other,45,45
2018,D43,Crimes Against Property,Fraud,9,9
2019,D13,Crimes Against Property,Break & Enter-Apartment,11,11
2020,D33,Crimes Against Property,Auto Theft,36,36
2015,D55,Crimes Against Property,Fraud,34,34
2021,D32,Crimes Against Property,Theft Under $5000,193,193
2020,D14,Crimes Against Property,Break & Enter-House,15,15
2021,D43,Crimes Against Property,Auto Theft,13,13
2020,D13,Crimes Against Property,Theft Under $5000,63,63
2021,D43,Crimes Against Property,Auto Theft,56,56
2021,D12,Crimes Against Property,Theft Under $5000,89,89
2022,D22,Crimes Against Property,Theft Under $5000,171,171
2017,D51,Crimes Against Property,Other,111,111
2017,D53,Crimes Against Property,Other,3,3
2019,D52,Crimes Against Property,Theft Under $5000,556,556
2020,D53,Crimes Against Property,Other,47,47
2023,D23,Crimes Against Property,Fraud,228,228
2014,D23,Crimes Against Property,Fraud,1,1
2015,D43,Crimes Against Property,Break & Enter-House,17,17
2018,D33,Crimes Against Property,Other,36,36
2018,D12,Crimes Against Property,Fraud,33,33
2021,D14,Crimes Against Property,Fraud,55,55
2014,D42,Crimes Against Property,Break & Enter-House,41,41
2023,D43,Crimes Against Property,Auto Theft,82,82
2017,D32,Crimes Against Property,Theft Under $5000,166,166
2021,D22,Crimes Against Property,Theft Over $5000,6,6
2018,D31,Crimes Against Property,Theft Over $5000,15,15
2019,D14,Crimes Against Property,Break & Enter-Apartment,8,8
2021,D55,Crimes Against Property,Theft Under $5000,219,219
2018,D41,Crimes Against Property,Other,41,41
2020,D23,Crimes Against Property,Auto Theft,410,410
2019,D42,Crimes Against Property,Break & Enter-House,40,40
2015,D12,Crimes Against Property,Break & Enter-Commercial,1,1
2019,D33,Crimes Against Property,Break & Enter-Apartment,22,22
